Area_sqft,Bedrooms,Bathrooms,Age_years,Parking,Location_Score,Price
698,1,2,18,1,7.9,6003000
3790,6,5,19,0,6.4,19375000
2791,1,1,17,3,6.9,13078500
2185,1,4,25,3,7.7,11777500
1036,4,1,20,2,7.6,8366000
1391,4,2,11,2,7.6,10358500
1914,5,5,22,1,7.4,12759000
1401,5,1,6,3,7.0,10803500
1326,4,3,6,2,6.8,10361000
609,5,4,2,2,6.8,8851500
3751,1,2,5,3,7.1,17418500
1201,6,3,5,0,6.5,10453500
3440,5,5,4,2,6.9,19000000
1898,3,2,1,1,9.9,12853000
3541,4,2,16,2,7.6,17633500
2682,4,4,10,3,8.0,15887000
2901,5,5,22,3,7.1,16493500
3810,4,3,0,1,9.9,20395000
2241,3,5,19,3,9.9,14453500
1520,4,3,12,0,8.1,10860000
2406,5,5,4,2,6.8,15341000
912,3,5,5,1,8.6,9582000
1994,5,1,9,3,6.2,12409000
1508,5,1,19,1,5.5,9528000
1672,4,2,16,3,6.1,10692000
1027,1,4,14,1,9.1,8434500
1487,2,4,2,1,8.6,10944500
1057,4,5,4,0,8.4,10359500
2286,1,3,8,3,6.9,12361000
2531,3,3,18,0,5.8,12678500
1861,5,3,24,1,6.8,11633500
2017,2,5,8,1,8.7,12839500
2265,2,2,11,2,6.0,11777500
2442,4,5,12,0,6.5,14047000
1432,2,5,17,3,8.0,10462000
2725,4,1,21,0,6.0,13187500
2107,5,1,24,2,8.8,12894500
2515,4,5,7,2,6.0,14752500
2401,1,3,10,1,8.4,12863500
3104,1,2,4,1,8.6,15404000
2574,1,2,11,3,6.1,12599000
1900,5,3,0,2,6.6,13090000
3472,2,1,3,3,7.3,16822000
2999,5,1,18,0,7.3,15316500
3851,4,5,15,1,5.7,18708500
1739,6,4,25,3,6.4,12196500
2312,3,3,1,3,8.1,14282000
